tem,PH,tur,elec,oxy
26.2,7.08,36,674,2.18
26.4,7.58,39,674,2.58
26.7,7.08,53,668,2.77
26.6,7.07,55,683,2.33
26.7,7.04,57,705,1.98
27.2,7.56,59,736,2.78
27.2,7.09,58,712,3.22
27.6,7.14,76,723,3.75
27.5,7.15,66,714,4
27.3,7.53,66,698,4.34
26.9,7.13,71,668,3.65
26.8,7.1,66,674,3.34
26.6,7.08,61,664,3.53
26.7,7.35,46,683,3.26
26.5,7.09,60,683,2.9
26.4,7.03,65,752,2.67
26.4,7.05,49,909,2.56
26.4,7.32,45,916,2.7
26.4,7.05,54,946,2.44
26.4,7.04,39,891,2.82
26.4,7.01,35,903,2.79
26.4,7.31,36,907,2.77
26.3,7.01,36,918,2.56
26.3,7.01,45,904,2.33
26.3,6.97,42,931,2.27
26.6,7.22,58,971,2.4
26.7,6.94,67,1222,1.51
26.7,6.89,68,1333,1.16
26.9,6.94,51,1166,3.46
27.2,7.11,52,1141,3.39
27.1,6.91,63,1162,2.7
27.2,7.18,61,1101,2.93
27.1,7.17,55,1121,2.57
27.3,7.61,61,1059,4.01
27.3,7.26,59,1034,4.21
27.3,7.25,63,976,4.56
27.3,7.18,71,974,4.39
27.2,7.6,70,1103,3.81
27.1,7.2,53,1044,4.17
27,7.17,54,1107,4.06
26.8,7.17,57,1106,4.12
26.9,7.51,47,1169,4.22
26.8,7.16,42,1209,4.2
26.9,7.13,32,1184,4.4
26.8,7.08,32,1150,4.21
27,7.44,77,1259,3.55
26.9,7.08,50,1490,3.3
26.8,7.07,46,1494,3.59
26.8,7.08,36,1359,3.88
26.7,7.43,45,1355,4.12
26.7,7.1,52,1388,4.02
26.8,7.1,53,1352,4.42
26.8,7.08,45,1388,4.54
26.9,7.42,46,1249,4.97
26.8,7.1,48,1252,4.76
26.6,7.05,45,1053,4.49
26.6,7.03,35,934,4.3
26.7,7.28,45,803,4.6
26.7,6.99,47,642,3.72
26.7,6.96,61,599,3.53
26.8,6.95,86,511,3.05
26.8,7.15,85,535,2.66
26.8,6.91,76,587,1.96
26.8,6.88,72,590,1.71
26.8,6.87,60,742,1.47
26.8,7.17,71,708,1.19
26.7,6.87,65,612,1.23
26.6,6.85,89,473,1.49
26.7,6.82,73,438,1.05
26.7,7.06,65,374,0.91
26.6,6.79,59,365,0.77
26.6,6.7,49,364,0.64
26.8,6.7,45,364,0.62
26.9,6.97,49,356,0.49
27,6.72,33,513,0.66
27,6.67,38,414,2.37
26.9,6.7,56,345,2.7
26.9,6.94,83,355,2.18
26.9,6.78,97,377,1.91
26.8,6.78,124,345,2.06
26.9,6.72,114,359,2.03
27,6.92,112,362,1.97
26.9,6.76,91,368,1.78
26.9,6.78,77,395,1.53
26.7,6.75,78,422,1.4
26.7,6.86,75,448,1.18
26.6,6.75,71,482,1.01
26.6,6.75,63,480,0.86
26.6,6.74,52,575,0.64
26.6,6.91,44,714,0.52
26.5,6.81,41,617,0.48
26.4,6.76,40,575,0.44
26.3,6.72,39,489,0.42
26.3,6.75,33,345,0.35
26.3,6.64,30,334,0.39
26.2,6.62,29,331,0.35
26.3,6.6,25,316,0.5
26.5,6.68,25,302,0.65
26.5,6.61,25,302,0.61
26.6,6.58,23,293,0.54
26.9,6.57,26,299,0.77
28.2,6.69,30,306,2.71
28.2,6.57,29,312,3.25
28.3,6.58,91,324,3.72
27.7,6.57,88,319,3.33
27.6,6.69,88,367,2.8
27.1,6.68,77,343,1.89
26.9,6.65,87,327,1.98
26.8,6.64,67,324,1.91
26.7,6.52,74,328,1.73
26.4,6.63,73,334,1.73
26.5,6.63,74,356,1.6
26.4,6.61,73,365,1.51
26.3,6.59,95,380,1.59
26,6.65,88,593,1.52
25.9,6.66,87,480,1.59
25.8,6.66,68,417,1.8
25.9,6.67,49,319,1.66
25.9,6.63,38,299,1.53
25.9,6.61,41,298,1.46
25.9,6.56,35,296,1.57
26,6.63,41,296,1.54
26,6.63,34,293,1.83
26,6.61,40,293,1.75
26.1,6.6,44,306,1.73
26.1,6.58,48,322,1.33
26,6.96,50,315,2.82
26.3,6.94,48,306,2.29
26.2,6.98,69,330,2.59
26.1,7.2,74,346,2.39
25.9,6.93,60,368,2.39
25.8,6.96,46,328,2.35
25.8,6.94,38,302,2.29
25.8,7.11,40,294,2.11
25.7,6.94,36,295,2.15
25.6,6.94,35,299,2.19
25.5,6.93,35,300,2.17
25.4,7.04,40,291,2.22
25.4,6.91,43,371,1.94
25.4,6.92,43,463,1.83
25.4,6.94,38,532,1.6
25.4,7.14,37,463,1.42
25.4,6.88,32,383,1.5
25.5,6.89,27,293,1.49
25.5,6.89,23,309,1.49
25.6,7.21,24,301,1.49
25.7,6.87,32,318,1.54
25.8,6.88,41,428,1.62
25.9,6.88,36,529,1.54
26.2,7.15,40,439,1.85
26.2,6.88,36,442,1.9
26.5,6.87,36,420,2.26
26.7,6.89,32,386,2.52
26.8,7.16,37,376,2.64
26.6,6.87,34,404,2.25
26.6,6.87,32,380,2.65
26.5,6.9,37,374,2.66
26.4,7.25,37,368,2.6
26.2,6.85,38,439,2.07
26.2,6.86,38,395,2.26
26.1,6.83,42,470,1.67
26.1,7.13,40,411,1.48
26,6.79,28,365,1.74
25.9,6.83,29,398,1.58
26,6.79,31,379,1.65
26,6.94,31,376,1.52
26,6.82,29,377,1.41
25.9,6.81,26,368,1.67
26,6.82,23,363,2.08
26.4,7.07,25,359,2.49
26.8,6.81,27,356,2.89
26.4,6.76,30,368,1.98
26.5,6.77,32,374,1.91
26.5,6.87,31,377,2.03
28,6.8,36,371,3.6
29,6.77,41,467,4.52
29,6.78,51,689,4.08
29.4,7.05,80,949,3.96
29.1,6.85,83,888,3.32
28.8,6.87,61,683,3.93
28.5,6.86,54,590,3.88
28.4,7,45,460,4.2
28.2,6.78,37,430,3.96
28.2,6.79,37,423,3.88
28.1,6.8,36,410,3.73
28.1,6.93,34,404,3.9
27.9,6.71,29,371,3.76
27.8,6.76,26,368,3.86
27.8,6.72,29,368,3.73
27.8,6.9,31,371,3.77
27.7,6.74,27,365,3.66
27.6,6.73,33,371,3.63
27.7,6.71,29,371,3.88
27.9,6.88,33,374,4.77
28.1,6.74,36,386,5.82
28.6,6.78,35,386,6.66
28.5,6.78,35,404,7.25
28.5,6.92,44,417,7.34
28.2,6.76,33,414,6.54
28.4,6.76,31,430,7.08
28.7,6.84,67,414,7.87
28.9,6.96,104,627,7.3
28.9,6.83,120,752,6.21
28.5,7.43,115,724,5.44
28.4,7.31,77,602,4.33
28.2,7.38,60,498,3.87
28,7.2,50,476,3.74
27.9,7.17,41,457,3.56
27.9,7.15,45,445,3.34
27.8,7.31,44,436,3.53
27.7,7.13,42,439,3.23
27.7,7.11,39,413,3.15
27.6,7.08,39,398,2.97
27.7,7.16,44,392,2.99
27.5,7.06,40,389,2.81
27.5,7.05,39,389,2.73
27.6,7.07,33,392,3.2
27.9,7.4,29,404,4.08
28.1,7.11,44,426,4.4
28.4,7.12,57,411,4.88
29.1,7.22,51,405,6.02
29.7,7.52,51,410,7.2
29.6,7.33,41,426,7.28
30.1,7.54,35,463,8.55
30.1,7.59,36,467,8.57
29.7,7.56,42,492,8.89
29.6,7.41,42,501,7.96
29.5,7.35,51,504,7.53
29.4,7.36,41,498,7.73
29.3,7.38,38,507,7.55
29.1,7.19,35,504,6.43
29.1,7.12,49,486,5.65
29,7.06,41,489,5.53
29.1,7.03,47,489,5.93
29,6.99,39,480,5.17
28.9,6.94,36,498,5.09
28.9,6.9,32,486,5.12
28.9,7.04,33,498,5.23
28.7,6.78,31,501,4.59
28.7,6.75,32,504,4.4
28.7,6.7,35,511,4.4
28.7,6.85,36,532,5.42
28.4,6.69,33,535,4.81
28.7,6.73,29,544,5.64
29,6.73,35,551,6.55
29,6.79,45,550,7.12
28.9,6.74,42,665,5.76
28.7,6.73,44,605,4.27
28.6,6.69,49,627,3.96
28.7,6.69,79,708,3.6
28.7,6.66,79,906,2.61
28.6,6.68,87,835,2.17
28.3,6.67,77,717,1.49
28.2,6.74,69,633,1.66
28.1,6.77,41,377,1.93
28.1,6.76,39,352,1.71
28,6.68,38,350,1.73
28.2,6.71,36,343,2.02
28,6.64,29,346,1.65
28,6.61,28,343,1.67
27.9,6.59,26,349,1.53
28,6.76,25,349,1.73
27.9,6.75,22,349,1.32
27.9,6.78,26,352,1.23
28,6.79,24,352,1.51
28.5,6.86,26,362,2.41
28.7,6.71,29,386,2.38
28.9,6.68,48,368,2.18
29.1,6.64,46,404,3.08
29.1,7.46,43,398,4.2
29,7.03,44,404,3.75
29.1,7.09,44,413,4.04
29.1,7.11,40,423,4.14
29,7.54,32,479,3.86
29.1,7.14,35,454,4.3
28.9,7.11,35,473,4.06
28.7,7.1,31,495,4.01
28.6,7.53,32,535,3.78
28.5,7.04,34,547,3.44
28.5,7.03,35,554,3.1
28.4,7.01,35,587,2.77
28.4,7.57,23,581,2.6
28.2,7.02,29,560,2.63
28.2,6.98,26,548,2.72
28.1,7,23,560,2.59
28.2,7.55,28,544,2.57
28,7,24,551,2.56
27.9,7.01,22,547,2.65
28,7.02,23,544,2.74
28.4,7.57,16,560,3.52
29.1,7.04,14,560,3.81
29.9,7.06,18,547,4.02
29.4,7.01,29,563,3.26
29,7.55,33,581,3.32
30.4,7.15,25,602,5.14
29.8,7.15,18,596,5.11
29.5,7.16,32,605,5.33
29.1,7.53,28,661,4.44
28.9,7.09,38,701,3.93
28.9,7.09,30,680,4.37
28.8,7.1,21,670,4.43
28.9,7.52,20,630,4.31
28.7,7.08,20,614,3.93
28.7,7.06,18,605,3.78
28.6,7.06,20,602,3.77
28.7,7.37,23,603,3.74
28.6,7.02,16,617,3.37
28.4,6.97,20,617,3.4
28.4,6.98,10,627,3.25
28.5,7.44,16,645,3.44
28.5,7.01,15,630,3.18
28.4,7.01,16,618,3.17
28.4,6.99,18,612,2.95
28.7,7.31,22,563,3.24
28.8,6.99,15,587,3.65
29.3,7,16,575,4.54
29.2,6.89,24,578,4.19
30.4,7.13,23,596,5.51
31,7.02,23,608,6.56
31.7,7.14,28,590,8.59
31.7,7.22,39,569,9.34
32,7.12,50,642,9.66
31.6,7.15,47,648,8.54
31.3,7.02,82,785,6.68
30.9,6.92,88,878,3.89
30.7,7.03,103,828,3.26
30.5,6.89,104,816,2.34
30.3,6.89,88,686,2.69
30.3,6.86,52,454,3.53
30.2,6.85,58,417,3.84
30.2,6.77,44,426,2.94
30,6.74,38,404,2.69
29.9,6.71,35,380,2.8
30,6.71,28,370,3.14
29.7,6.67,27,374,2.59
29.7,6.65,32,365,2.19
29.8,6.64,26,370,2.44
30.4,6.62,28,401,4.34
30.8,6.61,58,417,4.35
31.3,6.6,44,447,5.41
31.6,6.59,51,460,6.66
32.4,6.58,57,476,8.6
32.2,6.58,58,470,7.87
32.1,6.59,53,476,7.57
32.4,6.62,54,525,7.6
32.2,6.55,65,614,7.85
31.4,6.57,54,592,6.11
31,6.59,71,664,5.22
30.6,6.61,78,677,4.68
30.5,6.58,49,727,4.52
30.2,6.59,54,733,3.6
30.2,6.58,63,692,3.47
30.2,6.56,45,698,3.39
30.2,6.5,29,733,4.03
30,6.52,31,711,3.17
30,6.52,29,705,3.42
30,6.51,31,695,3
30,6.48,33,683,3.69
29.9,6.49,20,708,2.97
29.9,6.51,36,718,2.79
29.9,6.53,42,680,2.96
30.4,6.46,40,677,4.63
30.8,6.55,48,686,5.17
31.2,6.55,63,683,5.27
31.7,6.55,56,664,6.47
32.4,6.47,59,667,9.24
32.4,6.56,53,657,7.99
32.6,6.58,51,702,8.49
32.5,6.58,49,644,8.57
32.6,6.54,49,626,9.61
32.4,6.64,51,642,8.91
32,6.66,47,670,8.66
31.6,6.68,33,667,7.58
31.5,6.67,37,677,8.39
31.4,6.75,36,645,7.15
31.3,6.7,31,614,5.79
31.3,6.69,35,608,4.95
31.3,6.65,24,670,5.04
31,6.72,30,654,3.6
30.9,6.68,32,670,2.97
30.9,6.71,31,695,2.75
30.8,6.66,36,673,3.31
30.7,6.71,32,668,2.03
30.6,6.73,31,695,1.71
30.6,6.71,39,708,1.74
30.9,6.67,33,692,2.45
31.2,6.71,39,695,2.85
31.5,6.71,55,714,3.18
31.7,6.7,53,717,4.07
32.2,6.7,52,723,5.54
32.2,6.74,65,748,4.63
32.3,6.78,49,742,4.68
32.6,6.8,63,701,5.8
32.5,6.76,55,748,5.96
32.3,6.85,40,766,3.87
32.2,6.87,59,787,4.6
32.2,6.93,71,729,2.28
31.8,6.88,77,742,2.01
31.2,6.88,85,828,0.53
30.9,6.89,118,918,0.18
30.5,6.95,127,928,0.16
30.5,6.94,116,605,0.31
30.4,6.85,93,485,0.34
30.4,6.85,73,432,0.38
30.3,6.9,111,430,0.35
30.4,6.95,49,432,0.48
30.4,6.86,50,420,0.3
30.2,6.9,49,411,0.29
30.2,6.92,55,413,0.27
30.4,6.87,57,426,0.54
30.5,6.92,32,423,0.47
30.7,6.92,58,445,0.74
30.7,6.93,118,429,0.8
31,7.74,98,420,7.47
30.8,7.69,135,432,6.56
30.2,7.3,123,455,6.47
30.6,7.33,98,454,6.36
30.4,7.76,109,463,5.77
30.3,7.32,76,578,4.81
30.1,7.46,64,578,4.63
30,7.12,58,563,4.36
30,7.65,54,535,4.2
29.9,7.28,51,527,3.75
29.9,7.32,48,550,3.5
29.9,7.18,43,563,3.41
29.9,7.67,45,584,3.35
29.8,7.1,41,587,3.07
29.7,7.1,41,593,2.81
29.6,7.04,43,599,2.68
29.6,7.66,40,596,2.6
29.6,7.18,41,605,2.54
29.7,7.06,44,630,2.48
29.4,7.17,58,639,2.75
29.3,7.78,57,591,3.1
29.2,7.1,47,593,2.98
29.3,7.12,47,572,3.19
29.3,7.16,61,569,3.91
29.4,7.82,61,557,3.77
29.3,7.1,51,582,3.27
29.5,7.11,46,599,3.36
29.7,7.19,47,671,4.39
29.8,7.78,60,642,5.14
29.7,7.16,50,683,4.35
29.6,7.15,55,702,4.16
29.7,7.09,48,718,2.7
29.6,7.43,45,711,2.34
29.4,7.03,41,677,1.73
29.2,7.03,45,612,1.62
29,6.99,45,575,1.45
28.8,7.18,48,578,1.32
28.5,6.96,41,594,1.43
28.5,6.96,35,526,1.22
28.5,6.98,30,448,1.53
28.8,7.14,24,405,1.16
28.8,6.95,20,392,1
28.9,6.96,16,389,0.93
28.8,6.96,16,392,0.9
28.9,7.09,17,392,1.05
28.8,6.95,17,395,1.19
28.9,6.95,20,396,1.58
28.9,6.91,22,430,0.73
29.1,7.07,28,404,1.67
28.9,6.94,31,426,1.56
28.9,6.91,31,420,1.6
28.6,6.88,49,460,1.49
28.6,7.02,46,480,1.61
28.6,6.9,45,439,1.62
28.6,6.88,36,395,1.63
28.5,6.86,35,386,1.49
28.5,6.99,36,389,1.46
28.4,6.86,34,395,1.36
28.2,6.85,36,395,1.34
28.1,6.84,31,383,1.47
28.1,6.97,36,389,1.44
27.9,6.85,40,423,1.27
27.7,6.86,37,445,1.21
27.6,6.84,36,501,1.08
27.7,7,37,420,1.14
27.7,6.83,35,392,1.12
27.7,6.81,36,597,0.94
27.7,6.81,32,499,1.16
27.8,7.03,29,470,1.38
27.8,6.83,31,473,1.62
27.7,6.84,32,483,1.34
27.8,6.85,33,473,2.37
27.8,7.02,48,476,2.64
27.7,6.8,43,414,2.12
27.7,6.8,46,411,2.14
27.4,6.8,49,603,1.95
27.4,7.05,51,590,1.85
27.3,6.77,44,557,1.64
27.3,6.78,33,464,1.47
27.2,6.77,28,451,1.37
27.2,7.02,21,389,1
27.2,6.71,16,377,1.1
27.2,6.72,16,380,1.05
27.1,6.69,15,374,1.02
27.2,7.02,16,374,0.83
27,6.74,13,371,0.91
27,6.7,15,395,0.9
26.9,6.73,18,426,0.81
26.8,7.05,19,516,0.77
26.8,6.69,17,386,0.89
26.8,6.68,15,340,0.95
26.8,6.67,15,346,1.33
27.1,7.02,19,338,1.7
27.5,6.66,26,338,2.36
27.4,6.65,28,340,2.02
27.4,6.64,24,317,2.01
27.7,6.98,32,318,2.61
27.9,6.66,41,317,3.35
28.6,6.65,52,321,4.85
29,6.63,66,435,4.34
29.6,6.95,108,912,4.22
29.6,6.68,101,856,3.85
29,6.72,75,538,4.24
28.7,6.72,67,454,3.99
28.4,6.98,55,379,3.87
28.4,6.66,51,392,3.64
28.4,6.67,47,368,3.55
28.3,6.65,47,356,3.5
28.2,6.94,50,349,3.51
28.2,6.64,45,346,3.37
28.1,6.65,44,343,3.34
28,6.65,40,343,3.27
28.1,6.92,37,337,3.3
27.9,6.65,35,337,3.26
27.8,6.66,38,337,3.15
27.9,6.68,39,337,3.2
28.2,7.01,49,346,3.95
28.2,6.68,45,344,4.63
28.4,6.65,48,349,3.87
28.4,6.66,52,350,3.7
29,6.92,50,358,5.27
29,6.63,48,365,4.92
29.2,6.66,45,370,5.14
29,7.07,63,377,4.34
29.4,7.5,54,398,5.4
29.3,7.17,64,404,5.11
29.1,7.11,71,404,4.42
29,6.96,63,410,5.15
29,7.54,56,420,5.39
28.9,6.95,48,430,5.2
28.7,6.99,48,426,5.18
28.7,7.08,48,420,5.15
28.8,7.52,56,438,5.05
28.6,7.08,54,454,4.73
28.6,7.12,48,489,4.56
28.4,7.06,49,479,4.37
28.3,7.57,41,454,4.7
28.2,7.01,41,451,4.46
28,7.09,42,451,4.31
28.2,7.08,42,445,4.47
28.3,7.63,46,467,5.32
28.5,7.12,55,417,5.3
28.5,7.07,69,508,3.8
28.7,7.09,57,614,4.3
29,7.74,54,633,5.53
29,7.22,44,626,6.19
29.1,7.17,50,642,6.06
29.2,7.19,55,660,6.17
29.5,7.75,49,642,8
29.3,7.3,47,717,7.3
29.2,7.29,50,689,7.72
29,7.24,55,683,7.35
29,7.7,57,689,7.17
28.9,7.16,41,667,6.91
28.9,7.05,53,826,6.03
28.8,7.02,61,940,5.4
28.8,7.55,54,841,6.08
28.6,7.02,50,837,5.72
28.5,6.95,45,819,5.62
28.4,6.97,40,779,5.53
28.4,7.35,43,826,5.57
28.4,6.91,46,853,5.1
28.4,6.91,42,872,5.13
28.4,6.89,38,912,5.06
28.5,7.13,40,918,5.62
28.5,6.9,41,903,5.23
28.6,6.88,54,906,4.66
28.6,6.87,52,665,4.82
28.8,6.93,52,891,5.8
28.8,6.88,66,875,5.92
28.9,6.86,48,794,6.34
28.9,6.85,58,875,5.97
29,6.76,65,714,5.13
28.9,6.83,84,946,3.75
28.6,6.83,92,915,2.82
28.4,6.83,88,794,2.81
28.5,6.73,85,602,3.31
28.3,6.82,70,448,3.79
28.3,6.76,58,392,4.1
28.2,6.75,51,265,4.15
28.3,6.6,49,362,4.27
28.2,6.71,44,352,3.9
28.2,6.68,48,349,3.78
28.2,6.69,37,343,3.79
28.2,6.55,36,334,3.81
28.1,6.69,35,328,3.43
28,6.67,41,326,3.21
28.2,6.65,42,330,3.56
28.5,6.53,50,331,3.67
28.5,6.63,53,327,3.09
28.6,6.61,53,334,3.36
29.1,6.61,56,340,4.93
29.4,6.48,44,343,5.54
29.3,6.6,40,352,5.05
29.3,6.6,49,359,4.59
29.1,6.6,48,385,4.29
29.5,6.49,50,420,4.76
29.2,6.6,41,476,4.11
28.9,6.6,53,513,3.56
28.8,6.6,43,535,3.52
28.8,6.5,30,544,3.69
28.6,6.59,29,550,3.35
28.6,6.59,28,526,3.45
28.6,6.59,27,522,3.28
28.7,6.52,29,519,3.38
28.5,6.6,26,517,3
28.5,6.61,25,519,2.86
28.5,6.61,22,510,2.83
28.5,6.61,24,510,2.92
28.5,6.64,22,509,2.65
28.5,6.66,31,483,2.75
28.7,6.64,24,454,2.98
28.9,6.64,29,441,3.3
28.8,6.67,27,420,3.34
29,6.68,26,426,3.77
29.7,6.71,24,405,4.92
30.4,6.72,29,451,6.06
30.4,6.79,26,470,5.91
30.3,6.81,51,476,5.87
30.5,6.81,64,400,5.1
30.6,6.91,68,444,4.94
30.6,6.94,68,510,4.13
30.5,6.95,78,1044,1.44
30.2,6.96,65,1001,0.56
29.9,7.22,83,847,0.52
29.6,7,82,742,0.33
29.6,6.98,55,450,0.9
29.5,6.95,44,398,0.89
29.6,7.13,45,369,1.05
29.5,6.94,39,371,0.93
29.4,6.95,37,370,0.78
29.4,6.95,36,371,0.83
29.4,7.13,29,334,0.97
29.2,6.92,31,337,0.69
29.1,6.94,29,340,0.75
29.3,6.94,31,368,0.87
29.8,7.23,38,401,1.4
30,6.98,43,401,1.52
30.3,7.01,51,392,1.78
30.8,7.05,58,413,2.4
31.2,7.83,56,435,6.71
31.3,7.26,56,441,6.57
31.5,7.31,54,441,7.24
31.4,7.38,54,450,7.28
31.4,7.87,49,501,7.57
31.2,7.48,50,544,7.17
31,7.27,53,575,6.56
30.7,7.32,44,608,6.33
30.5,7.82,36,623,6.01
30.4,7.2,30,623,5.57
30.2,7.2,35,620,5.28
30.2,7.29,37,593,5.16
30.4,7.79,40,584,5.55
30.3,7.19,40,590,5.11
30.3,7.14,39,605,4.73
30.2,7.13,37,606,4.56
30.2,7.73,36,606,4.77
30,7.1,39,587,4.31
29.8,7.1,41,535,4.09
29.9,7.12,44,488,4.05
30,7.69,42,492,4.35
30,7.15,40,486,4.32
30.2,7.13,41,492,5.04
31,7.24,36,514,6.46
31.3,7.79,38,535,7.34
31.2,7.27,42,577,7.01
31.6,7.45,39,578,8.15
32.2,7.61,43,608,8.78
32.2,7.92,39,635,10.03
32.4,7.7,53,617,9.74
32.6,7.84,77,538,9.46
32.1,7.35,107,717,6.55
31.7,7.72,94,1044,3.03
31.2,7.15,87,958,1.32
31,7.13,81,761,2.07
31,7.13,79,547,3.24
31,7.65,70,470,3.93
30.8,7.1,72,444,3.53
30.7,7.07,48,423,3.83
30.6,7.08,49,398,3.79
30.7,7.57,54,386,3.89
30.5,7.07,48,386,3.37
30.4,7.08,70,386,3.16
30.3,7.08,79,386,3.36
30.6,7.56,64,401,4.15
30.8,7.11,56,423,4.28
31.4,7.16,129,429,4.57
32,7.16,215,438,4.58
32.5,7.65,166,457,6.34
32.7,7.31,134,432,7.29
33,7.43,112,447,7.76
32.8,7.44,85,469,7.86
32.9,7.76,79,453,8.87
32.6,7.58,74,482,8.38
32.4,7.58,84,488,7.92
32,7.45,86,491,7.37
32,7.66,77,495,7.48
31.6,7.38,64,497,6.46
31.3,7.32,77,504,5.43
31.3,7.23,91,501,4.8
31.1,7.56,90,510,5.24
31,7.21,67,519,4.79
31,7.2,50,557,4.53
31,7.24,51,560,4.44
30.9,7.49,56,559,4.41
30.8,7.18,53,550,4.05
30.7,7.12,48,556,3.79
30.8,7.13,50,559,3.79
31,7.44,54,584,4.56
30.9,7.2,64,584,4.79
31.1,7.21,65,544,5.33
31.4,7.23,87,500,5.49
31.7,7.56,96,584,6.33
31.7,7.28,102,608,6.02
31.6,7.22,97,584,4.84
31.6,7.22,83,584,5.27
31.7,7.53,101,519,6.22
31.5,7.35,105,564,5.86
31.4,7.24,73,581,4.66
31.2,7.29,84,568,5.07
31,7.5,65,602,4.43
30.8,7.15,51,620,3.57
30.7,7.12,45,602,2.96
30.7,7.1,51,664,2.54
30.7,7.4,52,673,2.81
30.6,7.09,38,702,2.68
30.5,7.07,43,717,2.51
30.4,7.07,36,736,2.41
30.5,7.37,40,748,2.65
30.2,7.08,33,770,1.65
30.1,7.06,44,773,1.64
30,7.07,47,807,1.29
30.1,7.36,55,897,1.44
29.9,7.09,46,862,2.17
30.1,7.08,51,1056,1.56
30.2,7.07,49,1292,1.06
30.1,7.35,58,1324,1.76
30,7.07,56,1419,1.24
29.9,7.09,44,1355,2.37
,,,,
,,,,
29.9,7.18,9,1483,4.28
29.6,7.27,59,1313,4.49
29.6,7.33,55,1184,4.36
29.6,7.51,51,994,3.38
29.4,7.1,58,805,2.55
29,7.06,61,755,2.02
28.8,7.13,59,698,1.95
28.7,7.47,63,651,1.73
28.8,7.09,54,528,1.75
29,7.11,50,460,1.7
29.2,7.11,49,407,1.7
29.3,7.39,49,407,1.58
29.2,7.09,49,371,1.5
29.2,7.1,48,401,1.38
29.1,7.08,48,401,1.31
29.4,7.35,48,413,1.33
29.3,7.09,48,423,1.23
29.3,7.07,48,417,1.27
29.4,7.08,48,429,1.48
29.6,7.43,56,398,2.3
29.4,7.06,49,398,1.84
29.5,7.12,58,395,2.52
29.2,7.08,49,395,1.52
29.3,7.39,49,398,1.47
29.3,7.08,49,395,2.08
29.2,7.12,49,395,2.28
29.1,7.07,49,386,2.13
29.1,7.39,49,375,2.22
28.9,7.11,49,374,2.12
28.7,7.07,53,438,1.91
28.6,7.08,54,563,1.5
28.5,7.37,50,587,1.23
28.4,7.07,50,578,1.19
28.6,7.06,49,429,1.18
28.7,7.05,49,392,1.18
28.8,7.29,49,377,1.11
28.7,7.03,48,370,1.13
28.7,7.01,48,370,1.07
28.8,7,48,370,1.24
29,7.31,48,352,1.94
29.2,7.08,48,365,2.86
29.4,7.11,49,371,3.66
29.7,7.17,49,365,4.73
29.7,7.42,59,365,4.91
29.6,7.15,56,361,5.29
29.6,7.15,72,364,4.4
29.5,7.11,91,362,3.49
29.8,7.45,77,361,5.49
29.9,7.26,71,358,7.85
29.9,7.35,66,362,6.86
29.8,7.38,57,364,7.85
29.8,7.46,68,376,7.91
29.4,7.26,56,371,6.05
29.3,7.16,51,380,5.27
29,7.05,56,435,3.2
28.9,7.16,56,482,2.27
28.7,6.97,63,529,1.61
28.7,7,61,529,1.76
28.7,6.95,56,444,1.99
28.8,7.17,58,380,2.42
28.7,6.98,51,380,2.05
28.7,6.99,51,377,1.89
28.8,6.96,53,392,2.24
29.2,7.2,61,392,3.47
29.7,7.07,62,370,5.34
30.4,7.21,61,374,7.43
30.8,7.18,80,370,7.78
31.3,7.46,82,355,9.17
31.7,7.44,59,334,10.01
31.9,7.45,52,333,10.74
31.5,7.29,61,327,9.93
32,7.61,60,342,11.46
30.8,7.2,86,370,7.11
30.1,7.08,101,413,5
29.7,7.01,64,407,4.44
29.5,7.19,52,422,4.07
29.1,6.97,49,414,3.1
29.1,6.95,49,401,3.1
29.1,6.95,49,346,3.55
29.2,7.05,49,358,3.66
29.1,6.94,48,367,3.41
29.1,6.92,48,367,3.39
29.2,6.94,50,398,3.59
29.3,7.02,50,392,3.75
29.2,6.91,49,395,3.42
29.4,6.96,49,367,4.24
29.6,6.97,50,370,4.02
29.7,7.02,79,383,3.42
29.9,6.95,60,374,3.72
30.3,6.98,67,355,4.82
30.4,7.01,76,362,5.24
32.7,7.16,63,343,10.91
32.9,7.39,50,336,10.4
31.7,7.11,54,361,8.12
31.2,7.14,50,358,7.41
31,7.07,65,367,6.5
30.7,7,67,373,5.21
30.2,6.97,64,395,3.49
29.9,6.95,50,386,4.04
29.8,6.93,54,401,3.38
29.6,6.9,50,404,2.52
29.6,6.92,48,408,2.65
29.6,6.92,48,407,2.07
29.7,6.91,49,407,2.2
29.6,6.87,48,398,1.86
29.7,6.87,48,386,2.08
29.8,6.86,48,362,2.05
30,6.89,48,352,1.91
29.9,6.84,48,365,1.67
29.9,6.82,48,370,1.61
29.9,6.85,48,349,2.03
30.4,6.98,49,355,3.61
31,6.91,49,349,4.47
31.1,7.01,49,349,5.31
31.1,6.98,49,358,4.65
32,7.13,57,374,7.92
32.3,7.07,52,388,6.39
32.7,7.05,59,500,5.89
33.1,7.05,78,751,4.59
33.6,7.16,114,757,5.13
32.7,7.04,86,438,2.11
32.3,7.01,67,397,2.26
31.9,7,55,358,2.09
31.6,7.08,55,358,2
31.4,6.96,50,345,1.58
31.3,6.99,50,352,1.27
31.1,6.96,48,339,1.12
31.2,7.09,49,349,1.44
31,6.93,49,361,0.87
31,6.99,48,355,0.86
30.9,6.98,48,346,0.74
31,7.11,49,333,0.81
30.9,6.99,49,352,0.48
